k,silhouette,inertia
2,0.5715875990983402,11.769639697138519
3,0.5852210508465362,6.2574750418318965
4,0.47469058899896355,4.135369205590856
5,0.49621591806639237,3.203114126763077
6,0.4077816614119898,2.31004433130128
