agent,round,agent_step,module,state_before,region,old_color,new_color,n_conflict_edges_before,n_conflict_edges_after,final_conflicts,success,random_seed
hsp2,24,3,hsp2,"3 3 0 1 1 1 2 2 3 3 2 3 3 2 2 0 0 1 3 1 1 2 3 0 1 1 0 1 3 2 2 1 2 0 1 0 0 2 0 1 0 1 0 0 3",16,0,1,1,0,0,1,1
hsp2,25,0,hsp2,"2 3 3 2 1 0 1 1 3 3 3 2 2 1 0 2 2 3 3 2 3 2 2 1 3 1 0 2 3 0 0 3 0 2 2 0 0 3 0 2 2 2 3 3 1",42,3,1,10,7,0,1,1
hsp2,25,1,hsp2,"2 3 3 2 1 0 1 1 3 3 3 2 2 1 0 2 2 3 3 2 3 2 2 1 3 1 0 2 3 0 0 3 0 2 2 0 0 3 0 2 2 2 1 3 1",4,1,0,7,6,0,1,1
hsp2,25,2,hsp2,"2 3 3 2 0 0 1 1 3 3 3 2 2 1 0 2 2 3 3 2 3 2 2 1 3 1 0 2 3 0 0 3 0 2 2 0 0 3 0 2 2 2 1 3 1",31,3,1,6,5,0,1,1
hsp2,25,3,hsp2,"2 3 3 2 0 0 1 1 3 3 3 2 2 1 0 2 2 3 3 2 3 2 2 1 3 1 0 2 3 0 0 1 0 2 2 0 0 3 0 2 2 2 1 3 1",5,0,3,5,7,0,1,1
hsp2,25,4,hsp2,"2 3 3 2 0 3 1 1 3 3 3 2 2 1 0 2 2 3 3 2 3 2 2 1 3 1 0 2 3 0 0 1 0 2 2 0 0 3 0 2 2 2 1 3 1",35,0,3,7,7,0,1,1
hsp2,25,5,hsp2,"2 3 3 2 0 3 1 1 3 3 3 2 2 1 0 2 2 3 3 2 3 2 2 1 3 1 0 2 3 0 0 1 0 2 2 3 0 3 0 2 2 2 1 3 1",39,2,1,7,4,0,1,1
hsp2,25,6,hsp2,"2 3 3 2 0 3 1 1 3 3 3 2 2 1 0 2 2 3 3 2 3 2 2 1 3 1 0 2 3 0 0 1 0 2 2 3 0 3 0 1 2 2 1 3 1",5,3,0,4,2,0,1,1
hsp2,25,7,hsp2,"2 3 3 2 0 0 1 1 3 3 3 2 2 1 0 2 2 3 3 2 3 2 2 1 3 1 0 2 3 0 0 1 0 2 2 3 0 3 0 1 2 2 1 3 1",33,2,0,2,2,0,1,1
hsp2,25,8,hsp2,"2 3 3 2 0 0 1 1 3 3 3 2 2 1 0 2 2 3 3 2 3 2 2 1 3 1 0 2 3 0 0 1 0 0 2 3 0 3 0 1 2 2 1 3 1",42,1,2,2,2,0,1,1
hsp2,25,9,hsp2,"2 3 3 2 0 0 1 1 3 3 3 2 2 1 0 2 2 3 3 2 3 2 2 1 3 1 0 2 3 0 0 1 0 0 2 3 0 3 0 1 2 2 2 3 1",35,3,1,2,0,0,1,1
hsp2,26,0,hsp2,"1 0 3 1 3 2 1 1 3 2 3 2 3 2 1 1 3 3 0 1 3 2 0 0 0 3 3 0 0 2 1 3 3 0 1 3 0 3 0 1 1 0 2 2 3",1,0,3,7,6,0,1,1
hsp2,26,1,hsp2,"1 3 3 1 3 2 1 1 3 2 3 2 3 2 1 1 3 3 0 1 3 2 0 0 0 3 3 0 0 2 1 3 3 0 1 3 0 3 0 1 1 0 2 2 3",37,3,0,6,4,0,1,1
hsp2,26,2,hsp2,"1 3 3 1 3 2 1 1 3 2 3 2 3 2 1 1 3 3 0 1 3 2 0 0 0 3 3 0 0 2 1 3 3 0 1 3 0 0 0 1 1 0 2 2 3",28,0,2,4,3,0,1,1
hsp2,26,3,hsp2,"1 3 3 1 3 2 1 1 3 2 3 2 3 2 1 1 3 3 0 1 3 2 0 0 0 3 3 0 2 2 1 3 3 0 1 3 0 0 0 1 1 0 2 2 3",31,3,0,3,2,0,1,1
hsp2,26,4,hsp2,"1 3 3 1 3 2 1 1 3 2 3 2 3 2 1 1 3 3 0 1 3 2 0 0 0 3 3 0 2 2 1 0 3 0 1 3 0 0 0 1 1 0 2 2 3",43,2,0,2,2,0,1,1
hsp2,26,5,hsp2,"1 3 3 1 3 2 1 1 3 2 3 2 3 2 1 1 3 3 0 1 3 2 0 0 0 3 3 0 2 2 1 0 3 0 1 3 0 0 0 1 1 0 2 0 3",1,3,2,2,0,0,1,1
hsp2,27,0,hsp2,"3 2 0 2 2 3 2 0 1 2 1 3 1 0 0 1 1 1 3 3 2 0 1 3 3 0 2 0 0 3 1 2 3 2 3 1 0 2 0 2 0 3 3 2 1",28,0,1,4,3,0,1,1
hsp2,27,1,hsp2,"3 2 0 2 2 3 2 0 1 2 1 3 1 0 0 1 1 1 3 3 2 0 1 3 3 0 2 0 1 3 1 2 3 2 3 1 0 2 0 2 0 3 3 2 1",5,3,1,3,2,0,1,1
hsp2,27,2,hsp2,"3 2 0 2 2 1 2 0 1 2 1 3 1 0 0 1 1 1 3 3 2 0 1 3 3 0 2 0 1 3 1 2 3 2 3 1 0 2 0 2 0 3 3 2 1",6,2,0,2,1,0,1,1
hsp2,27,3,hsp2,"3 2 0 2 2 1 0 0 1 2 1 3 1 0 0 1 1 1 3 3 2 0 1 3 3 0 2 0 1 3 1 2 3 2 3 1 0 2 0 2 0 3 3 2 1",35,1,3,1,1,0,1,1
hsp2,27,4,hsp2,"3 2 0 2 2 1 0 0 1 2 1 3 1 0 0 1 1 1 3 3 2 0 1 3 3 0 2 0 1 3 1 2 3 2 3 3 0 2 0 2 0 3 3 2 1",11,3,2,1,0,0,1,1
hsp2,28,0,hsp2,"1 1 2 1 3 0 2 3 3 3 2 3 0 1 1 0 1 0 3 0 3 0 1 1 2 1 0 0 3 1 3 3 2 2 3 2 2 1 2 2 3 3 3 2 1",39,2,1,9,8,0,1,1
hsp2,28,1,hsp2,"1 1 2 1 3 0 2 3 3 3 2 3 0 1 1 0 1 0 3 0 3 0 1 1 2 1 0 0 3 1 3 3 2 2 3 2 2 1 2 1 3 3 3 2 1",1,1,2,8,8,0,1,1
hsp2,28,2,hsp2,"1 2 2 1 3 0 2 3 3 3 2 3 0 1 1 0 1 0 3 0 3 0 1 1 2 1 0 0 3 1 3 3 2 2 3 2 2 1 2 1 3 3 3 2 1",40,3,1,8,6,0,1,1
hsp2,28,3,hsp2,"1 2 2 1 3 0 2 3 3 3 2 3 0 1 1 0 1 0 3 0 3 0 1 1 2 1 0 0 3 1 3 3 2 2 3 2 2 1 2 1 1 3 3 2 1",1,2,0,6,4,0,1,1
hsp2,28,4,hsp2,"1 0 2 1 3 0 2 3 3 3 2 3 0 1 1 0 1 0 3 0 3 0 1 1 2 1 0 0 3 1 3 3 2 2 3 2 2 1 2 1 1 3 3 2 1",14,1,0,4,2,0,1,1
hsp2,28,5,hsp2,"1 0 2 1 3 0 2 3 3 3 2 3 0 1 0 0 1 0 3 0 3 0 1 1 2 1 0 0 3 1 3 3 2 2 3 2 2 1 2 1 1 3 3 2 1",8,3,0,2,1,0,1,1
hsp2,28,6,hsp2,"1 0 2 1 3 0 2 3 0 3 2 3 0 1 0 0 1 0 3 0 3 0 1 1 2 1 0 0 3 1 3 3 2 2 3 2 2 1 2 1 1 3 3 2 1",13,1,2,1,0,0,1,1
hsp2,29,0,hsp2,"2 0 3 3 3 1 1 2 0 3 1 2 0 1 2 0 3 0 3 1 2 2 2 3 1 0 0 1 3 2 0 3 0 2 3 2 0 1 1 2 1 3 0 0 1",31,3,1,4,2,0,1,1
hsp2,29,1,hsp2,"2 0 3 3 3 1 1 2 0 3 1 2 0 1 2 0 3 0 3 1 2 2 2 3 1 0 0 1 3 2 0 1 0 2 3 2 0 1 1 2 1 3 0 0 1",26,0,2,2,3,0,1,1
hsp2,29,2,hsp2,"2 0 3 3 3 1 1 2 0 3 1 2 0 1 2 0 3 0 3 1 2 2 2 3 1 0 2 1 3 2 0 1 0 2 3 2 0 1 1 2 1 3 0 0 1",7,2,0,3,1,0,1,1
hsp2,29,3,hsp2,"2 0 3 3 3 1 1 0 0 3 1 2 0 1 2 0 3 0 3 1 2 2 2 3 1 0 2 1 3 2 0 1 0 2 3 2 0 1 1 2 1 3 0 0 1",6,1,3,1,0,0,1,1
hsp2,30,0,hsp2,"3 0 1 2 0 0 3 0 0 1 0 0 3 1 2 0 1 3 1 3 3 3 1 0 3 1 0 3 0 2 2 2 2 1 3 2 2 1 0 3 3 3 0 2 2",31,2,1,7,6,0,1,1
hsp2,30,1,hsp2,"3 0 1 2 0 0 3 0 0 1 0 0 3 1 2 0 1 3 1 3 3 3 1 0 3 1 0 3 0 2 2 1 2 1 3 2 2 1 0 3 3 3 0 2 2",13,1,2,6,4,0,1,1
hsp2,30,2,hsp2,"3 0 1 2 0 0 3 0 0 1 0 0 3 2 2 0 1 3 1 3 3 3 1 0 3 1 0 3 0 2 2 1 2 1 3 2 2 1 0 3 3 3 0 2 2",10,0,3,4,2,0,1,1
hsp2,30,3,hsp2,"3 0 1 2 0 0 3 0 0 1 3 0 3 2 2 0 1 3 1 3 3 3 1 0 3 1 0 3 0 2 2 1 2 1 3 2 2 1 0 3 3 3 0 2 2",6,3,1,2,1,0,1,1
hsp2,30,4,hsp2,"3 0 1 2 0 0 1 0 0 1 3 0 3 2 2 0 1 3 1 3 3 3 1 0 3 1 0 3 0 2 2 1 2 1 3 2 2 1 0 3 3 3 0 2 2",1,0,1,1,0,0,1,1
