pruning_thresh,gamma,lapse_rate,region_preserve,color_preserve,ll,nll,n_actions,task_id
0.5,0.05,0.3,0.0,0.0,-2432.6525741731302,2432.6525741731302,1043,6
1.0,0.1,0.1,0.0,0.0,-2436.2207172176254,2436.2207172176254,1043,6
1.0,0.2,0.1,0.0,0.0,-2439.09477521276,2439.09477521276,1043,6
1.0,0.2,0.3,0.0,0.0,-2446.612979015744,2446.612979015744,1043,6
1.0,0.1,0.3,0.0,0.0,-2446.82103643072,2446.82103643072,1043,6
0.5,0.05,0.0,0.0,0.0,-2450.8714087713365,2450.8714087713365,1043,6
1.0,0.05,0.1,0.0,0.0,-2454.089424631132,2454.089424631132,1043,6
1.0,0.05,0.3,0.0,0.0,-2462.428826601947,2462.428826601947,1043,6
0.0,0.05,0.0,0.0,0.0,-2469.99175137687,2469.99175137687,1043,6
1.0,0.1,0.0,0.0,0.0,-2492.5600211975643,2492.5600211975643,1043,6
1.0,0.05,0.0,0.0,0.0,-2527.3817967170216,2527.3817967170216,1043,6
1.0,0.2,0.0,0.0,0.0,-2543.2115258554836,2543.2115258554836,1043,6
0.0,0.2,0.1,0.0,0.0,-1322.5221887154637,1322.5221887154637,599,7
0.0,0.1,0.1,0.0,0.0,-1329.0671891186794,1329.0671891186794,599,7
0.5,0.2,0.1,0.0,0.0,-1330.2551617253116,1330.2551617253116,599,7
0.5,0.1,0.1,0.0,0.0,-1332.2156177442569,1332.2156177442569,599,7
0.0,0.2,0.3,0.0,0.0,-1332.2643271086968,1332.2643271086968,599,7
0.0,0.1,0.3,0.0,0.0,-1338.2003963882635,1338.2003963882635,599,7
0.5,0.2,0.3,0.0,0.0,-1341.0007397985873,1341.0007397985873,599,7
0.5,0.1,0.3,0.0,0.0,-1343.6821873327629,1343.6821873327629,599,7
0.0,0.05,0.3,0.0,0.0,-1361.778086178164,1361.778086178164,599,7
0.0,0.05,0.1,0.0,0.0,-1364.0715659559853,1364.0715659559853,599,7
1.0,0.2,0.1,0.0,0.0,-1364.6633711709421,1364.6633711709421,599,7
1.0,0.1,0.1,0.0,0.0,-1366.5651683488709,1366.5651683488709,599,7
0.5,0.05,0.1,0.0,0.0,-1367.2627668699465,1367.2627668699465,599,7
0.5,0.05,0.3,0.0,0.0,-1367.3198724747244,1367.3198724747244,599,7
1.0,0.2,0.3,0.0,0.0,-1372.4264813753632,1372.4264813753632,599,7
1.0,0.1,0.3,0.0,0.0,-1376.092684296355,1376.092684296355,599,7
0.0,0.2,0.0,0.0,0.0,-1381.0201416113325,1381.0201416113325,599,7
0.0,0.1,0.0,0.0,0.0,-1387.822536374658,1387.822536374658,599,7
0.5,0.1,0.0,0.0,0.0,-1389.5497573227478,1389.5497573227478,599,7
1.0,0.05,0.1,0.0,0.0,-1395.4124739600704,1395.4124739600704,599,7
1.0,0.05,0.3,0.0,0.0,-1396.3772517144387,1396.3772517144387,599,7
0.5,0.2,0.0,0.0,0.0,-1403.3652678807127,1403.3652678807127,599,7
1.0,0.1,0.0,0.0,0.0,-1485.0380001693215,1485.0380001693215,599,7
1.0,0.2,0.0,0.0,0.0,-1514.966238990295,1514.966238990295,599,7
0.0,0.05,0.0,0.0,0.0,-1570.6452336548778,1570.6452336548778,599,7
0.5,0.05,0.0,0.0,0.0,-1572.4023075661182,1572.4023075661182,599,7
1.0,0.05,0.0,0.0,0.0,-1629.6302122212603,1629.6302122212603,599,7
0.0,0.2,0.3,0.0,0.0,-1251.6599858271857,1251.6599858271857,567,8
0.0,0.2,0.1,0.0,0.0,-1253.2686392988815,1253.2686392988815,567,8
0.0,0.1,0.3,0.0,0.0,-1254.8961418388978,1254.8961418388978,567,8
0.0,0.1,0.1,0.0,0.0,-1255.9151924249948,1255.9151924249948,567,8
0.5,0.2,0.1,0.0,0.0,-1258.4310318483008,1258.4310318483008,567,8
0.5,0.2,0.3,0.0,0.0,-1258.975971874161,1258.975971874161,567,8
0.5,0.1,0.1,0.0,0.0,-1260.3715476103068,1260.3715476103068,567,8
