pruning_thresh,gamma,lapse_rate,region_preserve,color_preserve,nll,ll,n_actions,eval_index,task_id
0.62314453125,0.14787109375,0.12342285156249999,0.0,0.0,1504.6087836997103,-1504.6087836997103,665,18,0
0.5028320312500001,0.1096240234375,0.1415478515625,0.0,0.0,1506.1107188975031,-1506.1107188975031,665,14,0
0.844970703125,0.11936523437499999,0.2304736328125,0.0,0.0,1507.450304000973,-1507.450304000973,665,24,0
0.79609375,0.20006347656249998,0.1480615234375,0.0,0.0,1508.2839935481838,-1508.2839935481838,665,23,0
0.690283203125,0.1902197265625,0.2485986328125,0.0,0.0,1508.4176647529712,-1508.4176647529712,665,20,0
0.65,0.145,0.155,0.0,0.0,1510.0306678359364,-1510.0306678359364,665,1,0
0.5447265625000001,0.12767089843749999,0.1939404296875,0.0,0.0,1514.1756319167912,-1514.1756319167912,665,15,0
0.65,0.145,0.155,0.0,0.0,1514.459157061096,-1514.459157061096,665,2,0
0.39003906250000003,0.19544921875,0.2120654296875,0.0,0.0,1516.4165013058391,-1516.4165013058391,665,11,0
0.75634765625,0.24764160156249998,0.2089501953125,0.0,0.0,1516.973412157421,-1516.973412157421,665,22,0
0.928759765625,0.09916503906249999,0.169443359375,0.0,0.0,1518.3150415404575,-1518.3150415404575,665,27,0
0.67578125,0.05702148437499999,0.1299365234375,0.0,0.0,1519.478497877489,-1519.478497877489,665,19,0
0.45502929687500004,0.24302734374999999,0.2449169921875,0.0,0.0,1521.6211073907907,-1521.6211073907907,665,13,0
0.609716796875,0.06696777343749999,0.2630419921875,0.0,0.0,1522.8330323954656,-1522.8330323954656,665,17,0
0.91103515625,0.07506835937499999,0.22707519531249998,0.0,0.0,1522.993824684183,-1522.993824684183,665,26,0
0.872900390625,0.15248535156249998,0.01552246093750001,0.0,0.0,1525.6359107469752,-1525.6359107469752,665,25,0
0.37124023437500003,0.2236474609375,0.156416015625,0.0,0.0,1530.5546987350958,-1530.5546987350958,665,10,0
0.12416992187500009,0.2252880859375,0.108837890625,0.0,0.0,1531.08182752598,-1531.08182752598,665,3,0
0.9991210937499999,0.04174316406249999,0.28385742187499996,0.0,0.0,1533.0738562285449,-1533.0738562285449,665,29,0
0.752587890625,0.11772460937499998,0.03364746093750001,0.0,0.0,1533.1260599408645,-1533.1260599408645,665,21,0
0.9916015625,0.23318359374999997,0.07315429687500001,0.0,0.0,1533.2212093207386,-1533.2212093207386,665,28,0
0.18701171875000006,0.18099121093749998,0.057861328125,0.0,0.0,1535.749474917778,-1535.749474917778,665,5,0
1.083447265625,0.17083984375,0.187568359375,0.0,0.0,1537.383229012388,-1537.383229012388,665,31,0
0.30195312500000004,0.1629443359375,0.295751953125,0.0,0.0,1539.528510957592,-1539.528510957592,665,8,0
0.427099609375,0.0653271484375,0.020336914062500017,0.0,0.0,1540.0214207892034,-1540.0214207892034,665,12,0
1.055517578125,0.17248046875,0.094677734375,0.0,0.0,1542.3944186643114,-1542.3944186643114,665,30,0
0.5474121093750001,0.20529296874999997,0.038461914062500005,0.0,0.0,1542.4193524188556,-1542.4193524188556,665,16,0
0.14726562500000007,0.09434570312499999,0.27762695312499996,0.0,0.0,1542.5455275634404,-1542.5455275634404,665,4,0
0.30732421875000004,0.14192382812499998,0.075986328125,0.0,0.0,1542.9444219792365,-1542.9444219792365,665,9,0
0.24448242187500008,0.084501953125,0.090712890625,0.0,0.0,1545.7073674266373,-1545.7073674266373,665,7,0
1.1119140625,0.08932128906249999,0.05502929687500001,0.0,0.0,1547.2798282233257,-1547.2798282233257,665,32,0
1.175830078125,0.1368994140625,0.112802734375,0.0,0.0,1549.4998195896667,-1549.4998195896667,665,34,0
0.21655273437500006,0.046767578125,0.174541015625,0.0,0.0,1553.0556124545817,-1553.0556124545817,665,6,0
1.15380859375,0.21513671874999998,0.265732421875,0.0,0.0,1557.1517017224062,-1557.1517017224062,665,33,0
