round,rep,step,region,center_dist
2,21,6,27,3.0413812651491097
2,21,7,10,2.608745973749754
2,21,8,33,4.83620604284897
2,22,1,38,2.102379604162864
2,22,2,0,4.031128874149275
2,22,3,28,4.272001872658765
2,22,4,24,7.353783040041364
2,22,5,37,9.62405574482982
2,23,1,5,3.922867431979939
2,23,2,30,6.370371469000942
2,24,1,5,3.922867431979939
2,24,2,0,4.031128874149275
2,24,3,20,7.25
2,24,4,24,7.353783040041364
2,24,5,26,9.300537618869138
2,25,1,5,3.922867431979939
2,25,2,30,6.370371469000942
2,26,1,15,6.324555320336759
2,26,2,11,7.516648189186454
2,26,3,20,7.25
2,27,1,5,3.922867431979939
2,27,2,23,4.257346591481601
2,27,3,28,4.272001872658765
2,27,4,33,4.83620604284897
2,28,1,15,6.324555320336759
2,28,2,9,8.980882473343028
2,29,1,5,3.922867431979939
2,29,2,0,4.031128874149275
2,29,3,20,7.25
2,29,4,24,7.353783040041364
2,29,5,26,9.300537618869138
2,30,1,15,6.324555320336759
2,30,2,9,8.980882473343028
2,31,1,38,2.102379604162864
2,31,2,0,4.031128874149275
2,31,3,28,4.272001872658765
2,31,4,24,7.353783040041364
2,31,5,37,9.62405574482982
2,32,1,38,2.102379604162864
2,32,2,0,4.031128874149275
2,32,3,28,4.272001872658765
2,32,4,24,7.353783040041364
2,32,5,26,9.300537618869138
2,33,1,5,3.922867431979939
2,33,2,30,6.370371469000942
2,34,1,38,2.102379604162864
2,34,2,1,0.3726779962499656
2,34,3,23,4.257346591481601
2,34,4,27,3.0413812651491097
2,34,5,12,5.60257877132387
2,34,6,28,4.272001872658765
2,34,7,23,4.257346591481601
2,34,8,12,5.60257877132387
2,35,1,15,6.324555320336759
2,35,2,11,7.516648189186454
2,35,3,20,7.25
2,36,1,5,3.922867431979939
2,36,2,0,4.031128874149275
2,36,3,20,7.25
2,36,4,24,7.353783040041364
2,36,5,26,9.300537618869138
2,37,1,38,2.102379604162864
2,37,2,1,0.3726779962499656
2,37,3,23,4.257346591481601
2,37,4,27,3.0413812651491097
2,37,5,12,5.60257877132387
2,37,6,33,4.83620604284897
2,37,7,22,4.911720676097125
2,38,1,5,3.922867431979939
2,38,2,23,4.257346591481601
2,38,3,28,4.272001872658765
2,38,4,33,4.83620604284897
2,39,1,38,2.102379604162864
2,39,2,27,3.0413812651491097
2,40,1,15,6.324555320336759
2,40,2,9,8.980882473343028
2,41,1,5,3.922867431979939
2,41,2,0,4.031128874149275
2,41,3,20,7.25
2,41,4,24,7.353783040041364
2,41,5,37,9.62405574482982
2,41,6,26,9.300537618869138
2,42,1,5,3.922867431979939
2,42,2,23,4.257346591481601
2,42,3,28,4.272001872658765
2,42,4,33,4.83620604284897
2,43,1,15,6.324555320336759
2,43,2,9,8.980882473343028
2,44,1,5,3.922867431979939
2,44,2,0,4.031128874149275
2,44,3,20,7.25
2,44,4,24,7.353783040041364
2,44,5,26,9.300537618869138
2,45,1,38,2.102379604162864
2,45,2,27,3.0413812651491097
2,46,1,5,3.922867431979939
2,46,2,30,6.370371469000942
2,47,1,5,3.922867431979939
2,47,2,0,4.031128874149275
2,47,3,20,7.25
2,47,4,24,7.353783040041364
2,47,5,26,9.300537618869138
2,48,1,38,2.102379604162864
2,48,2,0,4.031128874149275
2,48,3,28,4.272001872658765
2,48,4,24,7.353783040041364
2,48,5,37,9.62405574482982
2,49,1,15,6.324555320336759
2,49,2,23,4.257346591481601
2,49,3,28,4.272001872658765
2,49,4,38,2.102379604162864
2,49,5,27,3.0413812651491097
2,49,6,10,2.608745973749754
2,50,1,38,2.102379604162864
2,50,2,27,3.0413812651491097
2,51,1,15,6.324555320336759
2,51,2,11,7.516648189186454
2,51,3,20,7.25
2,52,1,38,2.102379604162864
2,52,2,1,0.3726779962499656
2,52,3,23,4.257346591481601
2,52,4,27,3.0413812651491097
2,52,5,28,4.272001872658765
2,52,6,12,5.60257877132387
2,52,7,23,4.257346591481601
2,52,8,38,2.102379604162864
2,53,1,15,6.324555320336759
2,53,2,11,7.516648189186454
2,53,3,20,7.25
2,54,1,15,6.324555320336759
2,54,2,11,7.516648189186454
2,54,3,20,7.25
2,55,1,5,3.922867431979939
2,55,2,30,6.370371469000942
2,56,1,38,2.102379604162864
2,56,2,1,0.3726779962499656
2,56,3,23,4.257346591481601
2,56,4,27,3.0413812651491097
2,56,5,12,5.60257877132387
2,56,6,33,4.83620604284897
2,56,7,22,4.911720676097125
2,57,1,15,6.324555320336759
2,57,2,23,4.257346591481601
2,57,3,28,4.272001872658765
2,57,4,33,4.83620604284897
2,58,1,38,2.102379604162864
2,58,2,0,4.031128874149275
2,58,3,28,4.272001872658765
2,58,4,24,7.353783040041364
2,58,5,26,9.300537618869138
2,59,1,15,6.324555320336759
2,59,2,11,7.516648189186454
2,59,3,20,7.25
2,60,1,5,3.922867431979939
2,60,2,30,6.370371469000942
2,61,1,5,3.922867431979939
2,61,2,0,4.031128874149275
2,61,3,20,7.25
2,61,4,24,7.353783040041364
2,61,5,26,9.300537618869138
2,62,1,5,3.922867431979939
2,62,2,23,4.257346591481601
2,62,3,28,4.272001872658765
2,62,4,33,4.83620604284897
2,63,1,15,6.324555320336759
2,63,2,11,7.516648189186454
2,63,3,20,7.25
2,64,1,38,2.102379604162864
2,64,2,0,4.031128874149275
2,64,3,28,4.272001872658765
2,64,4,24,7.353783040041364
2,64,5,37,9.62405574482982
2,65,1,5,3.922867431979939
2,65,2,0,4.031128874149275
2,65,3,20,7.25
2,65,4,24,7.353783040041364
2,65,5,37,9.62405574482982
2,65,6,20,7.25
2,65,7,15,6.324555320336759
2,66,1,15,6.324555320336759
2,66,2,9,8.980882473343028
2,67,1,15,6.324555320336759
2,67,2,11,7.516648189186454
2,67,3,20,7.25
2,68,1,38,2.102379604162864
2,68,2,0,4.031128874149275
2,68,3,28,4.272001872658765
2,68,4,24,7.353783040041364
2,68,5,26,9.300537618869138
2,69,1,38,2.102379604162864
2,69,2,0,4.031128874149275
2,69,3,28,4.272001872658765
2,69,4,24,7.353783040041364
2,69,5,37,9.62405574482982
2,70,1,5,3.922867431979939
2,70,2,23,4.257346591481601
2,70,3,12,5.60257877132387
2,70,4,33,4.83620604284897
2,71,1,38,2.102379604162864
2,71,2,0,4.031128874149275
2,71,3,28,4.272001872658765
2,71,4,24,7.353783040041364
2,71,5,26,9.300537618869138
2,72,1,5,3.922867431979939
2,72,2,23,4.257346591481601
2,72,3,28,4.272001872658765
2,72,4,33,4.83620604284897
2,73,1,5,3.922867431979939
2,73,2,0,4.031128874149275
2,73,3,20,7.25
2,73,4,24,7.353783040041364
2,73,5,26,9.300537618869138
2,74,1,38,2.102379604162864
2,74,2,27,3.0413812651491097
2,75,1,38,2.102379604162864
2,75,2,0,4.031128874149275
2,75,3,28,4.272001872658765
2,75,4,24,7.353783040041364
2,75,5,37,9.62405574482982
2,76,1,38,2.102379604162864
2,76,2,0,4.031128874149275
2,76,3,28,4.272001872658765
2,76,4,24,7.353783040041364
2,76,5,26,9.300537618869138
2,77,1,5,3.922867431979939
2,77,2,0,4.031128874149275
2,77,3,20,7.25
2,77,4,24,7.353783040041364
2,77,5,26,9.300537618869138
2,78,1,38,2.102379604162864
2,78,2,1,0.3726779962499656
2,78,3,23,4.257346591481601
2,78,4,27,3.0413812651491097
2,78,5,12,5.60257877132387
2,78,6,33,4.83620604284897
2,78,7,22,4.911720676097125
2,79,1,15,6.324555320336759
2,79,2,23,4.257346591481601
2,79,3,28,4.272001872658765
2,79,4,38,2.102379604162864
2,79,5,27,3.0413812651491097
2,79,6,28,4.272001872658765
2,80,1,15,6.324555320336759
2,80,2,11,7.516648189186454
2,80,3,20,7.25
2,81,1,38,2.102379604162864
2,81,2,1,0.3726779962499656
2,81,3,23,4.257346591481601
2,81,4,27,3.0413812651491097
2,81,5,12,5.60257877132387
2,81,6,4,5.667892024377317
2,82,1,5,3.922867431979939
2,82,2,30,6.370371469000942
2,83,1,5,3.922867431979939
2,83,2,0,4.031128874149275
2,83,3,20,7.25
2,83,4,24,7.353783040041364
2,83,5,37,9.62405574482982
2,83,6,20,7.25
2,83,7,5,3.922867431979939
2,84,1,15,6.324555320336759
2,84,2,11,7.516648189186454
2,84,3,20,7.25
2,85,1,15,6.324555320336759
2,85,2,11,7.516648189186454
2,85,3,20,7.25
2,86,1,38,2.102379604162864
2,86,2,0,4.031128874149275
2,86,3,28,4.272001872658765
2,86,4,24,7.353783040041364
2,86,5,26,9.300537618869138
2,87,1,38,2.102379604162864
2,87,2,27,3.0413812651491097
2,88,1,5,3.922867431979939
2,88,2,30,6.370371469000942
2,89,1,38,2.102379604162864
2,89,2,27,3.0413812651491097
2,90,1,38,2.102379604162864
2,90,2,1,0.3726779962499656
2,90,3,23,4.257346591481601
2,90,4,27,3.0413812651491097
2,90,5,12,5.60257877132387
2,90,6,33,4.83620604284897
2,90,7,22,4.911720676097125
2,91,1,15,6.324555320336759
2,91,2,11,7.516648189186454
2,91,3,20,7.25
2,92,1,15,6.324555320336759
2,92,2,23,4.257346591481601
2,92,3,28,4.272001872658765
