round,rep,step,region,center_dist
9,20,2,11,6.51293845717421
9,20,3,44,10.204165815979277
9,20,4,22,8.214596267421467
9,21,1,24,6.795106282300161
9,21,2,11,6.51293845717421
9,21,3,44,10.204165815979277
9,21,4,4,3.9756914428787846
9,21,5,7,2.998298837402194
9,22,1,24,6.795106282300161
9,22,2,31,5.5901699437494745
9,22,3,6,2.9364006844420665
9,22,4,14,5.134307266916455
9,22,5,24,6.795106282300161
9,23,1,14,5.134307266916455
9,23,2,6,2.9364006844420665
9,24,1,23,5.253764442409513
9,24,2,7,2.998298837402194
9,24,3,27,7.5755454515756755
9,24,4,36,3.96232255123179
9,24,5,12,1.8633899812498245
9,24,6,35,1.3437096247164255
9,25,1,24,6.795106282300161
9,25,2,11,6.51293845717421
9,25,3,44,10.204165815979277
9,25,4,22,8.214596267421467
9,26,1,24,6.795106282300161
9,26,2,31,5.5901699437494745
9,26,3,6,2.9364006844420665
9,26,4,14,5.134307266916455
9,26,5,31,5.5901699437494745
9,26,6,24,6.795106282300161
9,27,1,8,6.7408289928023
9,27,2,7,2.998298837402194
9,27,3,27,7.5755454515756755
9,28,1,14,5.134307266916455
9,28,2,31,5.5901699437494745
9,28,3,1,2.9364006844420665
9,28,4,35,1.3437096247164255
9,29,1,24,6.795106282300161
9,29,2,31,5.5901699437494745
9,29,3,1,2.9364006844420665
9,29,4,17,5.884084379033991
9,29,5,21,7.409453421137082
9,30,1,8,6.7408289928023
9,30,2,4,3.9756914428787846
9,30,3,38,8.914719413544221
9,30,4,7,2.998298837402194
9,31,1,14,5.134307266916455
9,31,2,31,5.5901699437494745
9,31,3,1,2.9364006844420665
9,31,4,17,5.884084379033991
9,31,5,21,7.409453421137082
9,31,6,29,8.551315688243536
9,32,1,23,5.253764442409513
9,32,2,42,1.90029237516523
9,33,1,14,5.134307266916455
9,33,2,31,5.5901699437494745
9,33,3,1,2.9364006844420665
9,33,4,17,5.884084379033991
9,33,5,21,7.409453421137082
9,33,6,41,8.860022573334675
9,34,1,24,6.795106282300161
9,34,2,11,6.51293845717421
9,34,3,44,10.204165815979277
9,34,4,22,8.214596267421467
9,35,1,23,5.253764442409513
9,35,2,42,1.90029237516523
9,36,1,24,6.795106282300161
9,36,2,11,6.51293845717421
9,36,3,44,10.204165815979277
9,36,4,4,3.9756914428787846
9,36,5,7,2.998298837402194
9,36,6,23,5.253764442409513
9,36,7,42,1.90029237516523
9,37,1,14,5.134307266916455
9,37,2,4,3.9756914428787846
9,37,3,7,2.998298837402194
9,38,1,8,6.7408289928023
9,38,2,13,9.67987603226405
9,38,3,39,7.762415992512661
9,38,4,11,6.51293845717421
9,38,5,22,8.214596267421467
9,38,6,30,9.386160024205852
9,39,1,24,6.795106282300161
9,39,2,31,5.5901699437494745
9,39,3,1,2.9364006844420665
9,39,4,17,5.884084379033991
9,39,5,21,7.409453421137082
9,40,1,23,5.253764442409513
9,40,2,7,2.998298837402194
9,40,3,27,7.5755454515756755
9,40,4,36,3.96232255123179
9,40,5,12,1.8633899812498245
9,40,6,35,1.3437096247164255
9,41,1,8,6.7408289928023
9,41,2,4,3.9756914428787846
9,41,3,38,8.914719413544221
9,41,4,7,2.998298837402194
9,42,1,14,5.134307266916455
9,42,2,4,3.9756914428787846
9,42,3,7,2.998298837402194
9,42,4,42,1.90029237516523
9,42,5,23,5.253764442409513
9,42,6,7,2.998298837402194
9,43,1,24,6.795106282300161
9,43,2,11,6.51293845717421
9,43,3,44,10.204165815979277
9,43,4,22,8.214596267421467
9,44,1,8,6.7408289928023
9,44,2,7,2.998298837402194
9,44,3,27,7.5755454515756755
9,45,1,24,6.795106282300161
9,45,2,4,3.9756914428787846
9,45,3,7,2.998298837402194
9,46,1,14,5.134307266916455
9,46,2,4,3.9756914428787846
9,46,3,7,2.998298837402194
9,46,4,42,1.90029237516523
9,46,5,23,5.253764442409513
9,46,6,7,2.998298837402194
9,47,1,24,6.795106282300161
9,47,2,4,3.9756914428787846
9,47,3,7,2.998298837402194
9,48,1,14,5.134307266916455
9,48,2,31,5.5901699437494745
9,48,3,1,2.9364006844420665
9,48,4,35,1.3437096247164255
9,49,1,14,5.134307266916455
9,49,2,6,2.9364006844420665
9,50,1,24,6.795106282300161
9,50,2,11,6.51293845717421
9,50,3,44,10.204165815979277
9,50,4,22,8.214596267421467
9,51,1,24,6.795106282300161
9,51,2,11,6.51293845717421
9,51,3,44,10.204165815979277
9,51,4,4,3.9756914428787846
9,51,5,7,2.998298837402194
9,52,1,24,6.795106282300161
9,52,2,31,5.5901699437494745
9,52,3,1,2.9364006844420665
9,52,4,17,5.884084379033991
9,52,5,21,7.409453421137082
9,52,6,16,6.041522986797286
9,53,1,23,5.253764442409513
9,53,2,7,2.998298837402194
9,53,3,27,7.5755454515756755
9,53,4,36,3.96232255123179
9,53,5,12,1.8633899812498245
9,53,6,35,1.3437096247164255
9,54,1,24,6.795106282300161
9,54,2,11,6.51293845717421
9,54,3,44,10.204165815979277
9,54,4,22,8.214596267421467
9,55,1,14,5.134307266916455
9,55,2,31,5.5901699437494745
9,55,3,1,2.9364006844420665
9,55,4,35,1.3437096247164255
9,56,1,14,5.134307266916455
9,56,2,4,3.9756914428787846
9,56,3,7,2.998298837402194
9,56,4,23,5.253764442409513
9,56,5,42,1.90029237516523
9,56,6,7,2.998298837402194
9,57,1,23,5.253764442409513
9,57,2,42,1.90029237516523
9,58,1,24,6.795106282300161
9,58,2,11,6.51293845717421
9,58,3,44,10.204165815979277
9,58,4,22,8.214596267421467
9,59,1,8,6.7408289928023
9,59,2,4,3.9756914428787846
9,59,3,38,8.914719413544221
9,59,4,7,2.998298837402194
9,60,1,8,6.7408289928023
9,60,2,4,3.9756914428787846
9,60,3,38,8.914719413544221
9,60,4,7,2.998298837402194
9,61,1,14,5.134307266916455
9,61,2,4,3.9756914428787846
9,61,3,7,2.998298837402194
9,62,1,14,5.134307266916455
9,62,2,6,2.9364006844420665
9,63,1,8,6.7408289928023
9,63,2,7,2.998298837402194
9,63,3,27,7.5755454515756755
9,64,1,23,5.253764442409513
9,64,2,28,6.264982043070834
9,65,1,24,6.795106282300161
9,65,2,31,5.5901699437494745
9,65,3,6,2.9364006844420665
9,65,4,14,5.134307266916455
9,65,5,24,6.795106282300161
9,66,1,23,5.253764442409513
9,66,2,28,6.264982043070834
9,67,1,23,5.253764442409513
9,67,2,42,1.90029237516523
9,68,1,14,5.134307266916455
9,68,2,31,5.5901699437494745
9,68,3,1,2.9364006844420665
9,68,4,17,5.884084379033991
9,68,5,21,7.409453421137082
9,69,1,23,5.253764442409513
9,69,2,42,1.90029237516523
9,70,1,14,5.134307266916455
9,70,2,4,3.9756914428787846
9,70,3,7,2.998298837402194
9,71,1,14,5.134307266916455
9,71,2,6,2.9364006844420665
9,72,1,14,5.134307266916455
9,72,2,31,5.5901699437494745
9,72,3,1,2.9364006844420665
9,72,4,17,5.884084379033991
9,72,5,21,7.409453421137082
9,73,1,14,5.134307266916455
9,73,2,4,3.9756914428787846
9,73,3,7,2.998298837402194
9,73,4,23,5.253764442409513
9,73,5,42,1.90029237516523
9,73,6,7,2.998298837402194
9,74,1,8,6.7408289928023
9,74,2,7,2.998298837402194
9,74,3,27,7.5755454515756755
9,75,1,24,6.795106282300161
9,75,2,31,5.5901699437494745
9,75,3,6,2.9364006844420665
9,75,4,14,5.134307266916455
9,75,5,31,5.5901699437494745
9,75,6,24,6.795106282300161
9,76,1,23,5.253764442409513
9,76,2,7,2.998298837402194
9,76,3,27,7.5755454515756755
9,76,4,36,3.96232255123179
9,76,5,12,1.8633899812498245
9,76,6,32,4.47213595499958
9,77,1,24,6.795106282300161
9,77,2,4,3.9756914428787846
9,77,3,7,2.998298837402194
9,77,4,23,5.253764442409513
9,77,5,42,1.90029237516523
9,77,6,7,2.998298837402194
9,78,1,23,5.253764442409513
9,78,2,7,2.998298837402194
9,78,3,27,7.5755454515756755
9,78,4,36,3.96232255123179
9,78,5,12,1.8633899812498245
9,78,6,35,1.3437096247164255
9,79,1,14,5.134307266916455
9,79,2,31,5.5901699437494745
9,79,3,6,2.9364006844420665
9,80,1,14,5.134307266916455
9,80,2,31,5.5901699437494745
9,80,3,6,2.9364006844420665
9,81,1,24,6.795106282300161
9,81,2,31,5.5901699437494745
9,81,3,6,2.9364006844420665
9,81,4,14,5.134307266916455
9,81,5,4,3.9756914428787846
9,81,6,7,2.998298837402194
9,81,7,24,6.795106282300161
9,82,1,8,6.7408289928023
9,82,2,4,3.9756914428787846
9,82,3,38,8.914719413544221
9,82,4,7,2.998298837402194
9,83,1,14,5.134307266916455
9,83,2,31,5.5901699437494745
9,83,3,6,2.9364006844420665
9,84,1,23,5.253764442409513
9,84,2,42,1.90029237516523
9,85,1,14,5.134307266916455
9,85,2,31,5.5901699437494745
9,85,3,1,2.9364006844420665
9,85,4,35,1.3437096247164255
9,86,1,23,5.253764442409513
9,86,2,42,1.90029237516523
9,87,1,24,6.795106282300161
9,87,2,4,3.9756914428787846
9,87,3,7,2.998298837402194
9,87,4,23,5.253764442409513
9,87,5,42,1.90029237516523
9,87,6,7,2.998298837402194
9,88,1,24,6.795106282300161
9,88,2,11,6.51293845717421
9,88,3,44,10.204165815979277
9,88,4,4,3.9756914428787846
9,88,5,7,2.998298837402194
9,89,1,24,6.795106282300161
9,89,2,31,5.5901699437494745
9,89,3,6,2.9364006844420665
9,89,4,14,5.134307266916455
9,89,5,24,6.795106282300161
9,90,1,14,5.134307266916455
9,90,2,31,5.5901699437494745
9,90,3,1,2.9364006844420665
9,90,4,17,5.884084379033991
9,90,5,21,7.409453421137082
9,90,6,41,8.860022573334675
9,91,1,24,6.795106282300161
9,91,2,31,5.5901699437494745
9,91,3,6,2.9364006844420665
9,91,4,14,5.134307266916455
9,91,5,24,6.795106282300161
9,92,1,8,6.7408289928023
9,92,2,7,2.998298837402194
9,92,3,27,7.5755454515756755
9,93,1,24,6.795106282300161
9,93,2,31,5.5901699437494745
9,93,3,1,2.9364006844420665
9,93,4,17,5.884084379033991
9,93,5,21,7.409453421137082
9,93,6,29,8.551315688243536
9,94,1,24,6.795106282300161
9,94,2,11,6.51293845717421
9,94,3,44,10.204165815979277
9,94,4,22,8.214596267421467
9,95,1,8,6.7408289928023
9,95,2,13,9.67987603226405
9,95,3,39,7.762415992512661
9,95,4,22,8.214596267421467
9,95,5,11,6.51293845717421
9,95,6,4,3.9756914428787846
9,95,7,6,2.9364006844420665
9,96,1,24,6.795106282300161
9,96,2,31,5.5901699437494745
9,96,3,6,2.9364006844420665
9,96,4,14,5.134307266916455
9,96,5,4,3.9756914428787846
9,96,6,8,6.7408289928023
9,96,7,11,6.51293845717421
9,97,1,24,6.795106282300161
9,97,2,11,6.51293845717421
9,97,3,44,10.204165815979277
9,97,4,22,8.214596267421467
9,98,1,24,6.795106282300161
9,98,2,31,5.5901699437494745
9,98,3,1,2.9364006844420665
9,98,4,17,5.884084379033991
9,98,5,21,7.409453421137082
9,99,1,14,5.134307266916455
9,99,2,4,3.9756914428787846
9,99,3,7,2.998298837402194
9,99,4,42,1.90029237516523
9,99,5,23,5.253764442409513
9,99,6,7,2.998298837402194
10,0,1,14,4.315669125408017
10,0,2,11,4.393176527297759
10,0,3,44,3.1710495984067415
10,0,4,35,6.5690989659533825
10,0,5,40,2.549509756796392
10,0,6,27,1.863389981249825
10,0,7,30,5.3766312190168035
10,0,8,22,3.804237403504443
10,0,9,1,5.639641438562877
10,1,1,14,4.315669125408017
10,1,2,11,4.393176527297759
10,1,3,44,3.1710495984067415
10,1,4,40,2.549509756796392
10,1,5,40,2.549509756796392
10,1,6,15,1.0671873729054742
10,1,7,11,4.393176527297759
10,1,8,19,2.266911751455907
10,1,9,14,4.315669125408017
10,1,10,22,3.804237403504443
10,1,11,26,6.324555320336759
10,2,1,32,8.918029490868484
10,2,2,43,9.80472605742886
10,3,1,14,4.315669125408017
10,3,2,11,4.393176527297759
10,3,3,44,3.1710495984067415
10,3,4,35,6.5690989659533825
10,3,5,34,4.701063709417263
10,3,6,14,4.315669125408017
10,3,7,26,6.324555320336759
10,3,8,11,4.393176527297759
10,4,1,26,6.324555320336759
10,4,2,17,6.519202405202649
10,4,3,32,8.918029490868484
10,4,4,20,8.006247560499238
10,4,5,43,9.80472605742886
10,4,6,26,6.324555320336759
10,4,7,35,6.5690989659533825
10,5,1,14,4.315669125408017
10,5,2,17,6.519202405202649
10,5,3,40,2.549509756796392
10,5,4,20,8.006247560499238
10,5,5,15,1.0671873729054742
10,5,6,10,9.192388155425116
10,5,7,19,2.266911751455907
10,5,8,22,3.804237403504443
10,6,1,14,4.315669125408017
10,6,2,17,6.519202405202649
10,6,3,40,2.549509756796392
10,6,4,20,8.006247560499238
10,6,5,15,1.0671873729054742
10,6,6,32,8.918029490868484
10,6,7,19,2.266911751455907
10,6,8,22,3.804237403504443
10,7,1,14,4.315669125408017
10,7,2,17,6.519202405202649
10,7,3,40,2.549509756796392
10,7,4,20,8.006247560499238
10,7,5,15,1.0671873729054742
10,7,6,10,9.192388155425116
10,7,7,19,2.266911751455907
10,7,8,22,3.804237403504443
10,8,1,14,4.315669125408017
10,8,2,34,4.701063709417263
10,8,3,44,3.1710495984067415
10,8,4,40,2.549509756796392
10,8,5,27,1.863389981249825
10,8,6,30,5.3766312190168035
10,8,7,15,1.0671873729054742
10,9,1,26,6.324555320336759
10,9,2,11,4.393176527297759
10,9,3,20,8.006247560499238
10,9,4,35,6.5690989659533825
10,9,5,10,9.192388155425116
10,9,6,26,6.324555320336759
10,9,7,17,6.519202405202649
10,9,8,14,4.315669125408017
10,9,9,40,2.549509756796392
10,10,1,26,6.324555320336759
10,10,2,17,6.519202405202649
10,10,3,20,8.006247560499238
10,10,4,32,8.918029490868484
10,11,1,26,6.324555320336759
10,11,2,11,4.393176527297759
10,11,3,20,8.006247560499238
10,11,4,40,2.549509756796392
10,11,5,10,9.192388155425116
10,11,6,15,1.0671873729054742
10,11,7,17,6.519202405202649
10,11,8,19,2.266911751455907
10,11,9,26,6.324555320336759
10,11,10,22,3.804237403504443
10,11,11,14,4.315669125408017
10,12,1,26,6.324555320336759
10,12,2,11,4.393176527297759
10,12,3,20,8.006247560499238
10,12,4,35,6.5690989659533825
10,12,5,10,9.192388155425116
10,12,6,26,6.324555320336759
10,12,7,17,6.519202405202649
10,12,8,14,4.315669125408017
10,12,9,40,2.549509756796392
10,13,1,14,4.315669125408017
10,13,2,17,6.519202405202649
10,13,3,40,2.549509756796392
10,13,4,20,8.006247560499238
10,13,5,15,1.0671873729054742
10,13,6,32,8.918029490868484
10,13,7,19,2.266911751455907
10,13,8,22,3.804237403504443
10,14,1,14,4.315669125408017
10,14,2,34,4.701063709417263
10,14,3,44,3.1710495984067415
10,14,4,14,4.315669125408017
10,14,5,26,6.324555320336759
10,14,6,35,6.5690989659533825
10,15,1,14,4.315669125408017
10,15,2,17,6.519202405202649
10,15,3,40,2.549509756796392
10,15,4,20,8.006247560499238
10,15,5,15,1.0671873729054742
10,15,6,32,8.918029490868484
10,15,7,19,2.266911751455907
10,15,8,22,3.804237403504443
10,16,1,14,4.315669125408017
10,16,2,34,4.701063709417263
10,16,3,17,6.519202405202649
10,16,4,20,8.006247560499238
10,16,5,10,9.192388155425116
10,17,1,32,8.918029490868484
10,17,2,43,9.80472605742886
10,18,1,26,6.324555320336759
10,18,2,11,4.393176527297759
10,18,3,20,8.006247560499238
10,18,4,35,6.5690989659533825
10,18,5,10,9.192388155425116
10,18,6,30,5.3766312190168035
10,18,7,31,8.73212459828649
10,18,8,12,3.0413812651491097
10,18,9,0,6.93541635375988
10,18,10,40,2.549509756796392
10,19,1,26,6.324555320336759
10,19,2,35,6.5690989659533825
10,20,1,14,4.315669125408017
10,20,2,11,4.393176527297759
10,20,3,44,3.1710495984067415
10,20,4,35,6.5690989659533825
10,20,5,27,1.863389981249825
10,20,6,22,3.804237403504443
10,20,7,1,5.639641438562877
10,21,1,32,8.918029490868484
10,21,2,35,6.5690989659533825
10,22,1,14,4.315669125408017
10,22,2,17,6.519202405202649
10,22,3,40,2.549509756796392
10,22,4,20,8.006247560499238
10,22,5,15,1.0671873729054742
10,22,6,32,8.918029490868484
10,22,7,19,2.266911751455907
10,22,8,22,3.804237403504443
10,23,1,32,8.918029490868484
10,23,2,43,9.80472605742886
10,24,1,26,6.324555320336759
10,24,2,35,6.5690989659533825
10,24,3,11,4.393176527297759
10,24,4,26,6.324555320336759
10,24,5,14,4.315669125408017
10,24,6,44,3.1710495984067415
10,25,1,26,6.324555320336759
10,25,2,35,6.5690989659533825
10,25,3,30,5.3766312190168035
10,25,4,38,4.974424384708614
10,26,1,14,4.315669125408017
10,26,2,17,6.519202405202649
10,26,3,40,2.549509756796392
10,26,4,20,8.006247560499238
10,26,5,15,1.0671873729054742
10,26,6,10,9.192388155425116
10,26,7,19,2.266911751455907
10,26,8,43,9.80472605742886
10,26,9,22,3.804237403504443
10,27,1,26,6.324555320336759
10,27,2,11,4.393176527297759
10,27,3,20,8.006247560499238
10,27,4,35,6.5690989659533825
10,27,5,10,9.192388155425116
10,27,6,31,8.73212459828649
10,27,7,25,7.463243262818116
10,27,8,34,4.701063709417263
10,28,1,26,6.324555320336759
10,28,2,11,4.393176527297759
10,28,3,20,8.006247560499238
10,28,4,40,2.549509756796392
10,28,5,10,9.192388155425116
10,28,6,15,1.0671873729054742
10,28,7,25,7.463243262818116
10,28,8,19,2.266911751455907
10,28,9,34,4.701063709417263
10,28,10,22,3.804237403504443
10,28,11,44,3.1710495984067415
10,29,1,32,8.918029490868484
10,29,2,35,6.5690989659533825
10,30,1,14,4.315669125408017
10,30,2,17,6.519202405202649
10,30,3,40,2.549509756796392
10,30,4,20,8.006247560499238
10,30,5,15,1.0671873729054742
10,30,6,10,9.192388155425116
10,30,7,19,2.266911751455907
10,30,8,22,3.804237403504443
10,31,1,26,6.324555320336759
10,31,2,11,4.393176527297759
10,31,3,20,8.006247560499238
10,31,4,35,6.5690989659533825
10,31,5,43,9.80472605742886
10,31,6,26,6.324555320336759
10,31,7,11,4.393176527297759
10,31,8,40,2.549509756796392
10,32,1,32,8.918029490868484
10,32,2,20,8.006247560499238
10,32,3,26,6.324555320336759
10,32,4,17,6.519202405202649
10,33,1,32,8.918029490868484
10,33,2,35,6.5690989659533825
10,34,1,26,6.324555320336759
10,34,2,11,4.393176527297759
10,34,3,20,8.006247560499238
10,34,4,35,6.5690989659533825
10,34,5,43,9.80472605742886
10,34,6,26,6.324555320336759
10,34,7,11,4.393176527297759
10,34,8,35,6.5690989659533825
10,35,1,14,4.315669125408017
10,35,2,11,4.393176527297759
10,35,3,44,3.1710495984067415
10,35,4,40,2.549509756796392
10,35,5,40,2.549509756796392
10,35,6,15,1.0671873729054742
10,35,7,11,4.393176527297759
10,35,8,19,2.266911751455907
10,35,9,14,4.315669125408017
10,35,10,22,3.804237403504443
10,35,11,26,6.324555320336759
10,36,1,26,6.324555320336759
10,36,2,11,4.393176527297759
10,36,3,20,8.006247560499238
10,36,4,35,6.5690989659533825
10,36,5,43,9.80472605742886
10,36,6,26,6.324555320336759
10,36,7,11,4.393176527297759
10,36,8,40,2.549509756796392
10,37,1,14,4.315669125408017
10,37,2,11,4.393176527297759
10,37,3,44,3.1710495984067415
10,37,4,40,2.549509756796392
10,37,5,27,1.863389981249825
10,37,6,15,1.0671873729054742
10,37,7,19,2.266911751455907
10,37,8,19,2.266911751455907
10,37,9,27,1.863389981249825
10,37,10,22,3.804237403504443
10,37,11,22,3.804237403504443
10,38,1,26,6.324555320336759
10,38,2,11,4.393176527297759
10,38,3,20,8.006247560499238
10,38,4,40,2.549509756796392
10,38,5,43,9.80472605742886
10,38,6,15,1.0671873729054742
10,38,7,19,2.266911751455907
10,38,8,22,3.804237403504443
10,39,1,26,6.324555320336759
10,39,2,11,4.393176527297759
10,39,3,20,8.006247560499238
10,39,4,40,2.549509756796392
10,39,5,43,9.80472605742886
10,39,6,15,1.0671873729054742
10,39,7,19,2.266911751455907
10,39,8,22,3.804237403504443
10,40,1,26,6.324555320336759
10,40,2,35,6.5690989659533825
10,41,1,32,8.918029490868484
10,41,2,20,8.006247560499238
10,41,3,26,6.324555320336759
10,41,4,35,6.5690989659533825
10,42,1,32,8.918029490868484
10,42,2,35,6.5690989659533825
10,43,1,14,4.315669125408017
10,43,2,11,4.393176527297759
10,43,3,44,3.1710495984067415
10,43,4,35,6.5690989659533825
10,43,5,40,2.549509756796392
10,43,6,11,4.393176527297759
10,43,7,15,1.0671873729054742
10,43,8,19,2.266911751455907
10,43,9,22,3.804237403504443
10,44,1,32,8.918029490868484
10,44,2,43,9.80472605742886
10,45,1,14,4.315669125408017
10,45,2,34,4.701063709417263
10,45,3,17,6.519202405202649
10,45,4,20,8.006247560499238
10,45,5,32,8.918029490868484
10,46,1,32,8.918029490868484
10,46,2,20,8.006247560499238
10,46,3,26,6.324555320336759
10,46,4,17,6.519202405202649
10,47,1,26,6.324555320336759
10,47,2,35,6.5690989659533825
10,48,1,26,6.324555320336759
10,48,2,11,4.393176527297759
10,48,3,20,8.006247560499238
10,48,4,40,2.549509756796392
10,48,5,43,9.80472605742886
10,48,6,15,1.0671873729054742
10,48,7,19,2.266911751455907
10,48,8,22,3.804237403504443
10,49,1,26,6.324555320336759
10,49,2,35,6.5690989659533825
10,49,3,32,8.918029490868484
10,49,4,26,6.324555320336759
10,49,5,14,4.315669125408017
10,49,6,34,4.701063709417263
10,50,1,26,6.324555320336759
10,50,2,11,4.393176527297759
10,50,3,20,8.006247560499238
10,50,4,40,2.549509756796392
10,50,5,10,9.192388155425116
10,50,6,15,1.0671873729054742
10,50,7,31,8.73212459828649
10,50,8,19,2.266911751455907
10,50,9,0,6.93541635375988
10,50,10,22,3.804237403504443
10,51,1,26,6.324555320336759
10,51,2,11,4.393176527297759
10,51,3,20,8.006247560499238
10,51,4,35,6.5690989659533825
10,51,5,10,9.192388155425116
10,51,6,31,8.73212459828649
10,51,7,28,9.17877987534291
10,52,1,14,4.315669125408017
10,52,2,11,4.393176527297759
10,52,3,44,3.1710495984067415
10,52,4,35,6.5690989659533825
10,52,5,34,4.701063709417263
10,52,6,17,6.519202405202649
10,52,7,10,9.192388155425116
10,53,1,14,4.315669125408017
10,53,2,17,6.519202405202649
10,53,3,40,2.549509756796392
10,53,4,20,8.006247560499238
10,53,5,15,1.0671873729054742
10,53,6,10,9.192388155425116
10,53,7,19,2.266911751455907
10,53,8,43,9.80472605742886
10,53,9,22,3.804237403504443
10,54,1,26,6.324555320336759
10,54,2,35,6.5690989659533825
10,54,3,11,4.393176527297759
10,54,4,26,6.324555320336759
10,54,5,14,4.315669125408017
10,54,6,44,3.1710495984067415
10,55,1,14,4.315669125408017
10,55,2,17,6.519202405202649
10,55,3,40,2.549509756796392
10,55,4,20,8.006247560499238
10,55,5,15,1.0671873729054742
10,55,6,10,9.192388155425116
10,55,7,19,2.266911751455907
10,55,8,22,3.804237403504443
10,56,1,32,8.918029490868484
10,56,2,43,9.80472605742886
10,57,1,14,4.315669125408017
10,57,2,11,4.393176527297759
10,57,3,44,3.1710495984067415
10,57,4,40,2.549509756796392
10,57,5,40,2.549509756796392
10,57,6,15,1.0671873729054742
10,57,7,11,4.393176527297759
10,57,8,19,2.266911751455907
10,57,9,14,4.315669125408017
10,57,10,22,3.804237403504443
10,57,11,26,6.324555320336759
10,58,1,26,6.324555320336759
10,58,2,35,6.5690989659533825
10,58,3,11,4.393176527297759
10,58,4,40,2.549509756796392
10,58,5,15,1.0671873729054742
10,58,6,19,2.266911751455907
10,59,1,14,4.315669125408017
10,59,2,34,4.701063709417263
10,59,3,44,3.1710495984067415
10,59,4,14,4.315669125408017
10,59,5,26,6.324555320336759
10,59,6,17,6.519202405202649
10,60,1,26,6.324555320336759
10,60,2,17,6.519202405202649
10,60,3,20,8.006247560499238
10,60,4,10,9.192388155425116
10,60,5,43,9.80472605742886
10,61,1,26,6.324555320336759
10,61,2,17,6.519202405202649
10,61,3,20,8.006247560499238
10,61,4,32,8.918029490868484
10,62,1,26,6.324555320336759
10,62,2,11,4.393176527297759
10,62,3,20,8.006247560499238
10,62,4,35,6.5690989659533825
10,62,5,10,9.192388155425116
10,62,6,25,7.463243262818116
10,62,7,31,8.73212459828649
10,62,8,10,9.192388155425116
10,63,1,26,6.324555320336759
10,63,2,11,4.393176527297759
10,63,3,20,8.006247560499238
10,63,4,40,2.549509756796392
10,63,5,43,9.80472605742886
10,63,6,15,1.0671873729054742
10,63,7,19,2.266911751455907
10,63,8,22,3.804237403504443
10,64,1,26,6.324555320336759
10,64,2,11,4.393176527297759
10,64,3,20,8.006247560499238
10,64,4,40,2.549509756796392
10,64,5,10,9.192388155425116
10,64,6,15,1.0671873729054742
10,64,7,31,8.73212459828649
10,64,8,19,2.266911751455907
10,64,9,0,6.93541635375988
10,64,10,22,3.804237403504443
10,65,1,14,4.315669125408017
10,65,2,34,4.701063709417263
10,65,3,44,3.1710495984067415
10,65,4,14,4.315669125408017
10,65,5,26,6.324555320336759
10,65,6,35,6.5690989659533825
10,66,1,26,6.324555320336759
10,66,2,17,6.519202405202649
10,66,3,32,8.918029490868484
10,66,4,20,8.006247560499238
10,66,5,43,9.80472605742886
10,66,6,26,6.324555320336759
10,66,7,35,6.5690989659533825
10,67,1,26,6.324555320336759
10,67,2,17,6.519202405202649
10,67,3,32,8.918029490868484
10,67,4,20,8.006247560499238
10,67,5,35,6.5690989659533825
10,67,6,26,6.324555320336759
10,67,7,30,5.3766312190168035
10,67,8,32,8.918029490868484
10,67,9,38,4.974424384708614
10,68,1,26,6.324555320336759
10,68,2,17,6.519202405202649
10,68,3,20,8.006247560499238
10,68,4,32,8.918029490868484
10,69,1,26,6.324555320336759
10,69,2,35,6.5690989659533825
10,69,3,32,8.918029490868484
10,69,4,26,6.324555320336759
10,69,5,14,4.315669125408017
10,69,6,34,4.701063709417263
10,70,1,14,4.315669125408017
10,70,2,34,4.701063709417263
10,70,3,17,6.519202405202649
10,70,4,20,8.006247560499238
10,70,5,10,9.192388155425116
10,71,1,26,6.324555320336759
10,71,2,17,6.519202405202649
10,71,3,20,8.006247560499238
10,71,4,32,8.918029490868484
10,72,1,26,6.324555320336759
10,72,2,17,6.519202405202649
10,72,3,32,8.918029490868484
10,72,4,20,8.006247560499238
10,72,5,20,8.006247560499238
10,72,6,26,6.324555320336759
10,72,7,10,9.192388155425116
10,72,8,14,4.315669125408017
10,72,9,40,2.549509756796392
10,73,1,26,6.324555320336759
10,73,2,11,4.393176527297759
10,73,3,20,8.006247560499238
10,73,4,40,2.549509756796392
10,73,5,43,9.80472605742886
10,73,6,15,1.0671873729054742
10,73,7,19,2.266911751455907
10,73,8,22,3.804237403504443
10,74,1,26,6.324555320336759
10,74,2,17,6.519202405202649
10,74,3,20,8.006247560499238
10,74,4,10,9.192388155425116
10,74,5,43,9.80472605742886
10,75,1,14,4.315669125408017
10,75,2,11,4.393176527297759
10,75,3,44,3.1710495984067415
10,75,4,40,2.549509756796392
10,75,5,27,1.863389981249825
10,75,6,15,1.0671873729054742
10,75,7,22,3.804237403504443
10,75,8,19,2.266911751455907
10,75,9,19,2.266911751455907
10,75,10,27,1.863389981249825
10,75,11,15,1.0671873729054742
10,76,1,26,6.324555320336759
10,76,2,11,4.393176527297759
10,76,3,20,8.006247560499238
10,76,4,35,6.5690989659533825
10,76,5,10,9.192388155425116
10,76,6,25,7.463243262818116
10,76,7,31,8.73212459828649
10,76,8,0,6.93541635375988
10,77,1,14,4.315669125408017
10,77,2,34,4.701063709417263
10,77,3,44,3.1710495984067415
10,77,4,14,4.315669125408017
10,77,5,26,6.324555320336759
10,77,6,35,6.5690989659533825
10,78,1,14,4.315669125408017
10,78,2,17,6.519202405202649
