parameter,correlation,mae,bias_mean_hat_minus_true,rmse,min_error,max_error
region_preserve,0.8557314258301009,0.37571336328983307,0.313539519906044,0.5368461542594375,-0.3106689453125,1.1859474182128902
color_preserve,0.7820295239740799,1.0085360258817673,1.005375549197197,1.098490025627928,-0.031604766845703125,1.60662841796875
